,Semester,Days,S1,S2,Pair,Return,Converged
2702,47,7,PG,CB,PG-CB,1.0193822801006567,True
2703,47,100,PG,CB,PG-CB,1.0064731965216396,False
2704,47,18,AEP,PCG,AEP-PCG,0.95,False
2705,47,8,DHR,ACN,DHR-ACN,1.0550167453121162,True
2706,47,64,DHR,ACN,DHR-ACN,0.95,False
2707,48,107,GOOGL,GOOG,GOOGL-GOOG,1.035131304488448,True
2708,48,3,GOOGL,GOOG,GOOGL-GOOG,1.009535518333336,True
2709,48,3,GOOGL,GOOG,GOOGL-GOOG,1.0008212196853041,False
2710,48,15,FITB,RF,FITB-RF,1.0158742975589405,True
2711,48,3,FITB,RF,FITB-RF,1.0160006942882644,True
2712,48,64,FITB,RF,FITB-RF,1.0157498269398648,True
2713,48,22,FITB,RF,FITB-RF,0.9718304202969976,False
2714,48,21,WEC,ES,WEC-ES,1.0184678658322197,True
2715,48,68,WEC,ES,WEC-ES,1.0210457145317944,True
2716,48,5,WEC,ES,WEC-ES,1.0223139719632968,True
2717,48,12,WEC,ES,WEC-ES,0.9995819006141272,False
2718,48,38,TE,ES,TE-ES,0.95,False
2719,48,21,AIV,AVB,AIV-AVB,1.0232305653571498,True
2720,48,58,AIV,AVB,AIV-AVB,0.95,False
2721,48,21,AEP,AEE,AEP-AEE,1.02344320106137,True
2722,48,62,AEP,AEE,AEP-AEE,1.0046861635209248,False
2723,48,10,XEL,TE,XEL-TE,1.1474194082871845,True
2724,48,37,XEL,TE,XEL-TE,0.95,False
2725,48,126,XEL,ES,XEL-ES,1.0018025571517,False
2726,48,62,EQR,AVB,EQR-AVB,1.0264734107476592,True
2727,48,15,TMK,AME,TMK-AME,0.95,False
2728,48,5,TMK,AME,TMK-AME,1.023135282604648,True
2729,48,6,TMK,AME,TMK-AME,1.0368790536907553,True
2730,48,28,TMK,AME,TMK-AME,1.024425909538332,True
2731,48,14,ITW,CINF,ITW-CINF,0.95,False
2732,48,6,EQR,ESS,EQR-ESS,1.0152355464644767,True
2733,48,11,EQR,ESS,EQR-ESS,1.0152464059214426,True
2734,48,32,EQR,ESS,EQR-ESS,1.027326098641865,True
2735,48,26,EQR,ESS,EQR-ESS,1.022055056755979,True
2736,48,2,EQR,ESS,EQR-ESS,1.0230522832273383,True
2737,48,27,EQR,BXP,EQR-BXP,0.95,False
2738,48,9,XEL,WEC,XEL-WEC,1.0182618665162424,True
2739,48,6,XEL,WEC,XEL-WEC,1.017044721171624,True
2740,48,8,XEL,WEC,XEL-WEC,1.0227778697071552,True
2741,48,7,XEL,WEC,XEL-WEC,1.0244328247206869,True
2742,48,10,PNW,WEC,PNW-WEC,1.0209422448625667,True
2743,48,5,PNW,WEC,PNW-WEC,1.0181905323653775,True
2744,48,43,SPG,PSA,SPG-PSA,0.95,False
